image,question,refs,base,fusion,win
VizWiz_val_00001187.jpg,"There are two shirts in this picture hopefully, are they the same color?","['yes', 'yes', 'unanswerable', 'yes', 'i can only see 1 shirt sorry', 'yes', 'unanswerable', 'yes', 'unanswerable', 'no']",pink,yes,fusion wins
VizWiz_val_00001188.jpg,What color is the castle?,"['no castle', 'white', 'unanswerable', 'unanswerable', 'unanswerable', 'beige', 'unanswerable', 'unanswerable', 'unanswerable', 'brown']",brown,tan,base wins
VizWiz_val_00001196.jpg,What is this?,"['dresser television on top', 'dresser tv on top', 'tv room', 'tv', 'dresser tv on', 'dresser tv', 'table tv', 'living room', 'living room furniture objects', 'room']",table,living room,fusion wins
VizWiz_val_00001213.jpg,What is this?,"['notebook', 'planner', 'book', 'book', 'card', 'notebook', 'planner', 'notebook', 'lilly pulitzer agenda spiral', 'notebook']",book,notebook,fusion wins
VizWiz_val_00001224.jpg,Can you tell me what's in this jar please?  ,"['mayonnaise', 'salad dressing', 'mayonnaise', 'salad dressing', 'dressing', 'dressing', 'salad dressing', 'salad dressing', 'dressing', 'unanswerable']",unanswerable,tuna,base wins
VizWiz_val_00001226.jpg,What is this?,"['painting', 'drawing family', 'drawing', 'pencil drawing', 'drawing', 'sketch', 'sketch woman girl', 'mother child', 'drawing', 'drawing woman child']",unanswerable,painting,fusion wins
VizWiz_val_00001230.jpg,Which K cups contain coffee?,"['2 middle ones bottom right 1', 'unanswerable', 'top 2 bottom left', 'jet fuel', 'all them', 'all', 'unanswerable', 'jet fuel', 'all', 'unanswerable']",unanswerable,french vanilla,base wins
VizWiz_val_00001236.jpg,What is this?,"['soap bar', 'unanswerable', 'bath soap', 'soap', 'unanswerable', 'unanswerable', 'soap', 'unanswerable', 'unanswerable', 'soap']",unanswerable,candy,base wins
VizWiz_val_00001239.jpg,What is currently being displayed on my screen?,"['blue', 'blue screen', 'delete partition f3', 'delete partition f3', 'delete partition f3', 'unanswerable', 'blue screen', 'delete partition f3', 'delete partition f3', 'yes displayed on my screen']",unanswerable,nothing,base wins
VizWiz_val_00001240.jpg,Is this soap?,"['no', 'no', 'no', 'hand sanitizer', 'yes', 'no', 'no', 'no', 'no', 'hand sanitizer']",yes,hand sanitizer,fusion wins
VizWiz_val_00001242.jpg,What is in this box?,"['lasagne', 'lasagne', 'special lasagne', 'lasagne', 'pecial lasagna', 'special lasagne', 'lasgne', 'lasagne', 'lasagna', 'lasagne']",cottage pie,lasagne,fusion wins
VizWiz_val_00001253.jpg,What is the picture?,"['group people', 'kids walking bear', 'anime characters', 'group people walking down path', 'unanswerable', 'blurry cartoon', 'men', 'kids marching on path', 'pokeymon', 'cartoon']",book,unanswerable,fusion wins
VizWiz_val_00001258.jpg,What is this?,"['braille speech portable computer', 'im not sure all i can see omni pacmate bx400 jaws', 'keyboard', 'pacmate', 'braille writer', 'keyboard', 'unanswerable', 'keyboard', 'keyboard', 'pacmate bx400']",keyboard,mouse,base wins
VizWiz_val_00001265.jpg,Does the screen say anything?,"['no', 'no', 'unanswerable', 'unanswerable', 'no', 'no', 'no', 'no', 'no', 'no']",unanswerable,no,fusion wins
VizWiz_val_00001271.jpg,what is this?,"['plug adapter', 'battery', 'flashlight', 'battery', 'unanswerable', 'headphone jack', 'handle', 'unanswerable', 'plug', 'unanswerable']",pen,unanswerable,fusion wins
VizWiz_val_00001279.jpg,What is this?,"['telephone', 'phone', 'phone', 'phone answering machine', 'phone', 'phone', 'cordless phone', 'cordless telephone', 'cordless telephone', 'uniden digital dect 6.0 cordless phone main base']",telephone,phone,fusion wins
VizWiz_val_00001283.jpg,Can you tell me what the picture is on the front of this shirt? ,"['christmas tree', 'tree', 'christmas tree', 'santas', 'christmas tree', 'chritmas tree shaped santaclauses', 'christmas tree', 'christmas tree santas', 'christmas tree', 'christmas tree']",no,christmas tree,fusion wins
VizWiz_val_00001304.jpg,What is this a model of?,"['vinegar', 'bottle', 'vinegar', 'room', 'bottle', 'bottle', 'oil bottle', 'glass bottle', 'unanswerable', 'ship']",unanswerable,bottle,fusion wins
VizWiz_val_00001306.jpg,What color is this?,"['grey', 'grey', 'black', 'grey', 'white grey', 'grey', 'grey', 'white', 'grey', 'black']",grey,black,base wins
VizWiz_val_00001308.jpg,What is the current temperature?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'heat', '70 degrees', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,75,base wins
VizWiz_val_00001311.jpg,What color is this?,"['multicolored', 'white pure flowers', 'white purple flowers', 'white background purple flowers green leaves', 'white', 'green purple', 'white', 'white purple green', 'white purple flowers', 'white black purple green']",green,white,fusion wins
VizWiz_val_00001320.jpg,What is this?,"['small container', 'ashtray', 'ashtray', 'knob', 'jewlery box', 'unclear', 'small container', 'unanswerable', 'case', 'jewelry box']",unanswerable,box,base wins
VizWiz_val_00001322.jpg,"Screen, thank you.","['machine', 'unanswerable', 'unanswerable', 'unanswerable', 'nothing on screen', 'unanswerable', 'set', 'unanswerable', 'scale', 'unanswerable']",unanswerable,thermother,base wins
VizWiz_val_00001323.jpg,What is this?,"['unanswerable', 'unanswerable', 'bottle opener', 'unanswerable', 'opener for twist bottles', 'some type tag says wyoming trucking association', 'unanswerable', 'clip', 'hangtag', 'unanswerable']",unanswerable,tool,base wins
VizWiz_val_00001324.jpg,What does this look like?,"['flower patterned fabric', 'bedsheet flowers', 'sheets', 'flower pattern blue purple green', 'blue flower paisley', 'floral pattern', 'bright floral print', 'flowers', 'blanket', 'colorful']",shirt,blanket,fusion wins
VizWiz_val_00001325.jpg,what is this?,"['cookies', 'crackers', 'biscuits', 'cookies', 'unanswerable', 'unanswerable', 'cookies', 'savoyard', 'cookies', 'biscuits']",food,cookies,fusion wins
VizWiz_val_00001340.jpg,Hope my finger wasn't in the way but did it get the message this time?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'create text', 'create text', 'create text', 'unanswerable', 'this create txte']",unanswerable,no,base wins
VizWiz_val_00001343.jpg,What is this?,"['dollar bill', '1 dollar bill', 'dollar', '1 dollar bill', '1', '1 dollar bill', 'dollar bill', '$1 bill', '1 dollar bill', '1 us dollar bill']",1 dollar,dollar bill,fusion wins
VizWiz_val_00001345.jpg,"What box am I looking at, as in what does the box contain?","['granola bar box', 'nature valley roasted almond granola bars', 'granola bars', 'nature valley', 'roasted almond granola bars', 'nature valley roasted almond granola bars', 'nature valley crunchy granola bars roasted almond flavor', 'granola bars', 'granola bars', 'roasted almond crunchy granola bars']",unanswerable,granola bars,fusion wins
VizWiz_val_00001353.jpg,What color is this?,"['unanswerable', 'white', 'grey', 'black', 'grey', 'grey', 'grey', 'grey', 'white', 'grey']",grey,white,base wins
VizWiz_val_00001355.jpg,checked what color is it? alright got it on.,"['dark brown', 'unanswerable', 'black', 'unanswerable', 'dark brown', 'black', 'unanswerable', 'black', 'unanswerable', 'dark brown hair']",brown,unanswerable,fusion wins
VizWiz_val_00001356.jpg,What is in this can?,"['sliced carrots', 'carrots', 'sliced carrots', 'can', 'carrots', 'sliced carrots', 'carrots', 'carrots', 'slice carrots', 'carrots']",soup,carrots,fusion wins
VizWiz_val_00001357.jpg,What is this title?,"['word', 'word', 'word', 'word', 'word', 'word', 'unanswerable', 'word', 'word', 'word']",unanswerable,precious memories,base wins
VizWiz_val_00001363.jpg,Can you read anything on this label?,"['yes', 'yes', 'anti gravity slippers easyspirit', 'yes', 'anti gravity slippers easyspirit', 'yes', 'anti gravity slippers easy spirit', 'tag to anti gravity slippers', 'anti gravity slippers easyspirit', 'yes']",yes,no,base wins
VizWiz_val_00001366.jpg,What is the frequency in the display?,"['unanswerable', '061', 'unanswerable', 'digital', '06', '90', '90', '90', 'unanswerable', '98']",unanswerable,73,base wins
VizWiz_val_00001369.jpg,"Hey, could you tell me what kind of bottle this is?","['sports drink', 'juice bottle', 'plastic', 'plastic', 'unanswerable', 'unanswerable', 'plastic', 'unanswerable', 'water', 'unanswerable']",unanswerable,sports drink,base wins
VizWiz_val_00001372.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'fabric', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'this grand']",table,unanswerable,fusion wins
VizWiz_val_00001383.jpg,Can you tell me which of these cans is salmon and which is the tuna?,"['can salmon on your right', 'their both same', 'yes', 'right pink salmon', 'yes', 'salmon on right', 'both', 'left tuna right salmon', 'red salmon', 'unanswerable']",unanswerable,left,base wins
VizWiz_val_00001384.jpg,What color are these pants?,"['unanswerable', 'unanswerable', 'unanswerable', 'white', 'unanswerable', 'white', 'unanswerable', 'unanswerable', 'unanswerable', 'yellow light blue']",blue,unanswerable,fusion wins
VizWiz_val_00001385.jpg,"Do you see the river from there, from this perspective?","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,lake,base wins
VizWiz_val_00001393.jpg,What does the screen say?,"['unanswerable', 'nothing', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'nothing to say']",nothing,unanswerable,fusion wins
VizWiz_val_00001397.jpg,What is this object?,"['tv remote', 'remote control', 'remote', 'tv remote', 'remote', 'tv remote', 'tv remote', 'remote control', 'remote control', 'remote control']",remote,remote control,fusion wins
VizWiz_val_00001410.jpg,"Hi do the sheets that are directly behind the, do the top sheets directly behind each respective fitted sheet match each other?","['no', 'unanswerable', 'no', 'unanswerable', 'directly behind each other', 'no', 'unanswerable', 'yes', 'yes', 'yes']",unanswerable,clear,base wins
VizWiz_val_00001417.jpg,What is this?,"['dolce gabbana cologne', 'fragrance', 'unanswerable', 'perfume', 'fragrance', 'cologne', 'perfume', 'bleu classic pour homme fragrance', 'bleu classic', 'dolce gabbana']",book,bleu classic,fusion wins
VizWiz_val_00001423.jpg,What kind of brand is this remote control? ,"['unanswerable', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']",yes,unanswerable,fusion wins
VizWiz_val_00001426.jpg,What is this bottle?,"['stain odor eliminator', 'spot shot carpet', 'bottle disinfectant', 'spot shot', 'carpet stain remover', 'spot shot', 'cleaner', 'cleaner', 'spot shout', 'spot shot']",soap,spot shot,fusion wins
VizWiz_val_00001429.jpg,What kind is this?,"['cake frosting', 'vanilla', 'vanilla', 'whipped vanilla frosting', 'betty crocker', 'vanilla frosting', 'whipped vanilla', 'vanilla frosting', 'vanilla', 'vanilla']",peanut butter,vanilla,fusion wins
VizWiz_val_00001453.jpg,Can you see what the saying is?,"['yes', 'yes', 'yes', 'no', 'yes', 'yes', 'oh great spirit homily', 'yes', 'yes', 'yes']",yes,native visions,base wins
VizWiz_val_00001454.jpg,Is this on air or dehumidifier?,"['unanswerable', 'unanswerable', 'air', 'unanswerable', 'unanswerable', 'no', 'neither', 'unanswerable', 'unanswerable', 'air']",unanswerable,fan,base wins
VizWiz_val_00001456.jpg,Can you see anything about these articles of clothing that does not match?,"['color', 'no', 'unanswerable', 'no', 'no', 'no', 'no', 'no', 'no', 'yes']",unanswerable,no,fusion wins
VizWiz_val_00001467.jpg,What is the picture of?,"['foot', 'foot', 'foot scratch on', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot']",shoe,foot,fusion wins
VizWiz_val_00001468.jpg,What is this shirt look like,"['yellow logo on black', 'yellow purple green letters', 'hard glo cafe logo', 'yellow purple cafe', 'unanswerable', 'hard glow cafe', 'unanswerable', 'black yellow purple green wording', 'black yellow', 'logo']",unanswerable,t shirt,base wins
VizWiz_val_00001472.jpg,what color is my shirt?,"['black white', 'blue white black', 'black', 'blue', 'navy', 'black white emblem', 'black white', 'blue', 'blue', 'black white']",blue,black,base wins
VizWiz_val_00001479.jpg,Can you tell me the content of this notice?,"['no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking', 'no smoking']",unanswerable,no smoking,fusion wins
VizWiz_val_00001485.jpg,What is this?,"['coffee cup', 'mug', 'teacup', 'mug', 'white red cup', 'coffee mug', 'mug', 'mug', 'mug', 'mug']",coffee cup,cup,base wins
VizWiz_val_00001498.jpg,What is this?,"['blackberry cell phone', 'blackberry', 'phone', 'phone', 'cell phone', 'cellphone', 'blackberry cell phone', 'cell phone', 'cell phone', 'blackberry cell phone']",phone,cell phone,fusion wins
VizWiz_val_00001506.jpg,What type of key?,"['ginger peach herbal tea', 'ginger peach', 'unanswerable', 'ginger peach tea', 'ginger peach', 'ginger peach', 'ginger peach', 'unanswerable', 'ginger peach tea', 'ginger peach']",unanswerable,tea,base wins
VizWiz_val_00001514.jpg,Mild or hot sauce?,"['hot', 'hot', 'hot', 'jamaican jerk seasoning', 'jerk seasoning', 'unknown', 'unanswerable', 'jerk seasoning', 'unanswerable', 'jerk seasoning spiciness level not shown']",unanswerable,right,base wins
VizWiz_val_00001521.jpg,Is that a paper?,"['no', 'no', 'no', 'no', 'no', 'unanswerable', 'no', 'no', 'unanswerable', 'no']",yes,no,fusion wins
VizWiz_val_00001523.jpg,What's this?,"['cellphone', 'phone', 'cell phone', 'apple iphone', 'phone', 'phone', 'phone', 'phone', 'smart phone', 'mobile phone']",phone,iphone,base wins
VizWiz_val_00001527.jpg,What is this?,"['couch', 'couch', 'couch', 'black couch', 'black couch', 'couch', 'couch throw pillows blanket', 'couch', 'couch', 'sofa']",chair,couch,fusion wins
VizWiz_val_00001528.jpg,"This is the display of the treadmill, can you tell me the distance of the top display please?","['3.88', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,3.98,base wins
VizWiz_val_00001532.jpg,Who is the fifth president and who is on the six dollar bill?,"['abraham lincoln', 'abraham lincoln', 'lincoln', 'unanswerable', 'lincoln 0', 'unanswerable', 'james monroe no 6 dollar bill', 'unanswerable', 'james monroe no 6 dollar bill', 'abe lincoln']",unanswerable,5,base wins
VizWiz_val_00001539.jpg,What is this?,"['vase', 'vase', 'vase', 'vase', 'vase', 'vase', 'vase', 'vase', 'vase', 'vase']",bottle,vase,fusion wins
VizWiz_val_00001540.jpg,What is this?,"['diet coke soda', 'diet coke can', 'diet coke', 'can diet coke', 'diet coke', 'diet coke', 'diet coke', 'coke', 'soda', 'can diet coke']",coca cola,diet coke,fusion wins
VizWiz_val_00001543.jpg,What is that building?,"['unanswerable', 'store front', 'unanswerable', 'store', 'red', 'store', 'unanswerable', 'unanswerable', 'store', 'unanswerable']",unanswerable,parking lot,base wins
VizWiz_val_00001554.jpg,Is this enough V8 juice?,"['yes', 'yes', 'yes', 'small can', 'unanswerable', 'yes', 'yes', 'unanswerable', 'yes', 'yes']",no,unanswerable,fusion wins
VizWiz_val_00001558.jpg,What color is my cap?,"['tan black', 'tabby', 'brown', 'unanswerable', 'brown', 'black tan mottled brown', 'tan grey', 'brown', 'tiger orange', 'black white tan']",brown,white,base wins
VizWiz_val_00001559.jpg,What is this can?,"['unanswerable', 'unanswerable', 'many cans visible', 'unanswerable', 'diced tomatoes', 'diced tomatoes', 'tomatoes', 'unanswerable', 'unanswerable', 'unanswerable']",soup,diced tomatoes,fusion wins
VizWiz_val_00001562.jpg,What color are these wine glasses?,"['green', 'clear green', 'clear green', 'clear green on bottom', 'clear green', 'light green', 'clear green', 'green', 'clear green', 'green clear']",red,green,fusion wins
VizWiz_val_00001568.jpg,What is this?,"['unanswerable', 'ranch style beans', 'unanswerable', 'can', 'unanswerable', 'unanswerable', 'ranch style beans', 'unanswerable', 'beans', 'can']",can,unanswerable,fusion wins
VizWiz_val_00001573.jpg,What is this?,"['coffee mug straw', 'superbowl 28 coffee cup blue straw', 'mug', 'cup milk', 'coffe cup pen in', 'coffee cup coffee spoon in', 'cup', 'coffee cup', 'coffee cup', 'cup milk']",cup,coffee cup,fusion wins
VizWiz_val_00001574.jpg,What brand is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'sanyo', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,phone,base wins
VizWiz_val_00001580.jpg,What is this?,"['massage bar', 'massage bar', 'soap', 'lotion', 'massaging bar', 'massage bar soap', 'soap', 'soap', 'massage bar', 'pillow']",lotion,unanswerable,base wins
VizWiz_val_00001581.jpg,What is in this bottle?,"['qh absorb co qu10', 'dietary supplement', 'ubiquinol', 'reduced form co q10', 'ubiquinol qh absorb', 'unanswerable', 'ubiquinol qh absorb', 'ubiquinol qh absorb dietary supplement', 'ubiquinol qh absorb', 'supplement']",unanswerable,vitamins,base wins
VizWiz_val_00001586.jpg,Which packet contains plain flower?,"['yes', 'red white 1', 'red 1', '1 on left', 'left taller', '1 on left', 'left', 'unanswerable', 'red white 1', 'red white']",unanswerable,white,base wins
VizWiz_val_00001604.jpg,What color is this? ,"['brown', 'brown', 'brown', 'oak brown', 'brown', 'brown maple', 'wooden', 'brown', 'brown', 'brown']",brown,white,base wins
VizWiz_val_00001608.jpg,What is it?,"['cork', 'unanswerable', 'individual coffee creamer', 'unanswerable', 'unstable image', 'canister', 'k cup', 'creamer', 'unanswerable', 'coin']",coffee,unanswerable,fusion wins
VizWiz_val_00001620.jpg,Can you please tell me what that packet is?,"['package ground beef', 'lean steak mince', 'lean steak mince', 'burger', 'lean steak mince', 'beef', 'minced meat', 'lean steak mince', 'hamburger', 'ground beef']",chicken,ground beef,fusion wins
VizWiz_val_00001632.jpg,What's in the box?,"['kellogg', 'unanswerable', 'kelloggs cereal', 'cornflakes', 'kelloggs', 'kelloggs', 'cereal', 'cereal', 'kellogg', 'corn flakes']",cereal,unanswerable,base wins
VizWiz_val_00001645.jpg,What is this?,"['arrowhead spring water', 'water', 'water bottle', 'water bottle', 'bottle water', 'water bottle', 'arrowhead spring water', 'water', 'water bottle', 'arrowhead water']",water bottle,water,base wins
VizWiz_val_00001646.jpg,"Could you please tell me what this is please, thank you?","['instant coffee', 'instant coffee', 'classic coffee', 'coffee packet', 'unanswerable', 'coffee', 'coffee', 'powdered coffee', 'coffee', 'nescafe classic']",unanswerable,coffee,fusion wins
VizWiz_val_00001650.jpg,What kind of wine is this?,"['cabernet sauvignon', 'red', 'cabernet', 'cabernet', 'red', 'unanswerable', 'cabernet sauvignon', 'cabernet sauvignon', 'cabernet', 'unanswerable']",red,wine,base wins
VizWiz_val_00001658.jpg,"Yes I need a verbal description of the label on this bottle please, be as specific as possible, thank you.","['says instant hand sanitizer label red white blue', 'instant hand sanitizer kills germs odors without water', 'red box around instant blue box around hand sanitizer pink line underneath', 'instant hand sanitizer', 'hand sanitizer', 'instant hand sanitizer', 'instant hand sanitizer', 'instant hand sanitizer kills germs odors without water', 'hand sanitizer', 'instant hand sanitizer kills germs odors without water']",unanswerable,hand sanitizer,fusion wins
VizWiz_val_00001659.jpg,What color is that please?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'grey', 'white', 'white']",grey,white,fusion wins
VizWiz_val_00001662.jpg,What is that?,"['unanswerable', 'phone app', 'unanswerable', 'meme', 'computer game', 'gifs', 'unanswerable', 'screen', 'unanswerable', 'book bag']",tablet,unanswerable,fusion wins
VizWiz_val_00001663.jpg,What is the title of this cd?,"['jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection', 'jazz collection']",unanswerable,jazz collection,fusion wins
VizWiz_val_00001671.jpg,What is on this page of the Avon book?,"['varied moisture therapy brand products', 'unanswerable', 'advertisement for moisture therapy', 'unanswerable', 'unanswerable', 'moisture therapy lotions creams chapstick', 'unanswerable', 'moisture therapy', 'moisture therapy products', 'moisture therapy line']",unanswerable,foot works,base wins
VizWiz_val_00001674.jpg,I believe this is silver oak.  What year is it?,"['2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000']",red,2000,fusion wins
VizWiz_val_00001694.jpg,What can is this?,"['beans item', 'beans', 'beans', 'beans', 'beans', 'beans', 'beans', 'beans', 'beans', 'beans']",unanswerable,beans,fusion wins
VizWiz_val_00001697.jpg,What is this thing?,"['label maker', 'p touch label maker', 'keyboard', 'label maker', 'label maker', 'keyboard', 'label maker', 'label maker', 'phone', 'label maker']",keyboard,calculator,base wins
VizWiz_val_00001698.jpg,Please tell me the name of this snack.,"['pretzels', 'snyder hanover sourdough hard pretzels', 'sourdough hard pretzels', 'pretzels', 'pretzels', 'sourdough', 'snyder pretzels', 'sourdough pretzles', 'pretzels', 'sourdough pretzels']",unanswerable,sourdough pretzels,fusion wins
VizWiz_val_00001703.jpg,What's this?,"['unanswerable', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed']",chair,unanswerable,fusion wins
VizWiz_val_00001704.jpg,What kind of cookies are these?,"['halloween', 'insufficient image', 'pumpkin', 'haloween', 'halloween', 'halloween', 'lofthouse', 'halloween sugar', 'halloween', 'cookies']",unanswerable,cookies,fusion wins
VizWiz_val_00001708.jpg,What's on this label?,"['fruit', 'mixed fruit', 'fruit', 'unanswerable', 'fruit mix', 'fruit mix', 'fruit mix', 'fruit', 'unanswerable', 'fruit']",unanswerable,fruit mix,fusion wins
VizWiz_val_00001718.jpg,What color are these socks? ,"['white', 'brown', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']",brown,white,fusion wins
VizWiz_val_00001719.jpg,Is there any tomatoes in the burger?,"['no', 'no', 'no ketchup present', 'no', 'unanswerable', 'no', 'no', 'no', 'no', 'ketchup']",yes,no,fusion wins
VizWiz_val_00001721.jpg,What's this?,"['computer', 'computer', 'computer', 'computer', 'computer', 'computer', 'computer', 'computer', 'computer on desk', 'dell desk top computer']",telephone,computer,fusion wins
VizWiz_val_00001725.jpg,What color is this hair?,"['auburn', 'brown', 'brown', 'brown', 'light brown', 'red', 'brown', 'light brown', 'reddish brown', 'brown']",brown,purple,base wins
VizWiz_val_00001730.jpg,What is the title of this book?,"['fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air', 'fishing in air']",unanswerable,fishing in air,fusion wins
VizWiz_val_00001736.jpg,"I know this is suntan lotion, but I was wondering which factor it is, if you can see, please.","['sonnen spray', 'unanswerable', '20', 'spf 20', 'i can see 20 on bottle', '20 spf', '20', '20', 'spf 20', 'unanswerable']",unanswerable,yes,base wins
VizWiz_val_00001740.jpg,What is in this bottle?,"['kyolic', 'garlic extract', 'supplements', 'unanswerable', 'kyolic circulation', 'kyolic medication', 'kyolic', 'kyolic', 'kyolic', 'kyolic']",unanswerable,pill bottle,base wins
VizWiz_val_00001741.jpg,What's on the screen?,"['unanswerable', 'canنَ»t tell', 'starting windows', 'starting windows', 'loading screen', 'windows', 'windows', 'starting windows', 'unanswerable', 'light']",nothing,unanswerable,fusion wins
VizWiz_val_00001745.jpg,What's this?,"['table', 'room', 'bed room', 'livingroom', 'room', 'unanswerable', 'mess', 'lamp', 'room', 'unanswerable']",unanswerable,bed,base wins
VizWiz_val_00001751.jpg,What is this image?,"['dartboard', 'dart board', 'dart board', 'dartboard', 'dartboard', 'dart board', 'darts board', 'bulls eye', 'dart board', 'dart board']",flower,dart board,fusion wins
VizWiz_val_00001755.jpg,What color is the drink in my cup?,"['unanswerable', 'unanswerable', 'unanswerable', 'clear', 'unanswerable', 'clear', 'brown', 'clear', 'clear', 'clear']",blue,unanswerable,fusion wins
VizWiz_val_00001775.jpg,What is in this box?,"['roast beef meal', 'roast beef', 'roast beef', 'roast beef', 'traditional roast beef', 'roast beef', 'roast beef', 'traditional roast beef', 'roast beef', 'roast beef']",corned beef,traditional roast beef,fusion wins
VizWiz_val_00001782.jpg,What is this object?,"['ashtray', 'decorative bronze sculpture lioness', 'statue', 'no', 'ashtray', 'ash tray', 'statue', 'dog bowl', 'ashtray', 'plague tiger on top']",unanswerable,statue,fusion wins
VizWiz_val_00001785.jpg,What color is this shirt?,"['red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'pink', 'red']",red,pink,base wins
VizWiz_val_00001791.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'finger', 'finger', 'fingers', 'unanswerable', 'finger', 'unanswerable', 'unanswerable']",hand,unanswerable,fusion wins
VizWiz_val_00001797.jpg,What color is this chair?,"['black', 'black', 'black', 'brown', 'black', 'brown', 'office', 'grey', 'blue', 'black']",brown,black,fusion wins
VizWiz_val_00001805.jpg,Is this item?,"['poultry seasoning', 'poultry seasoning', 'poultry seasoning', 'poultry seasoning', 'poultry seasoning', 'poultry seasoning', 'poultry seasoning', 'yes', 'poultry seasoning', 'seasoning']",yes,cilantro,base wins
VizWiz_val_00001808.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'cheese spread', 'unanswerable', 'spread', 'unanswerable', 'snacks item', 'tartinade de cannelle', 'spread']",lotion,unanswerable,fusion wins
VizWiz_val_00001813.jpg,What color is this shirt?,"['white', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'plaid', 'unanswerable', 'patterned brown white']",brown,unanswerable,fusion wins
VizWiz_val_00001826.jpg,What color is the curtains?,"['white', 'gold', 'white', 'white', 'beige', 'white', 'white', 'off white', 'white', 'white']",brown,white,fusion wins
VizWiz_val_00001830.jpg,Does this oven seem ready?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'not oven', 'unanswerable', 'unanswerable', 'yes i think ready', 'no', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001837.jpg,what's currently being displayed on the tv screen?,"['static', 'unanswerable', 'snow static', 'nothing', 'static', 'static', 'static', 'static', 'static', 'nothing blank channel']",unanswerable,static,fusion wins
VizWiz_val_00001842.jpg,What is this?,"['aquafina water', 'bottle aquafina water', 'water', 'water', 'plastic bottle aquafina brand water', 'bottle water', 'water bottle', 'aquafina water', 'water', 'plastic bottle water']",water bottle,water,fusion wins
VizWiz_val_00001843.jpg,What is on this label?,"['beef', 'beef mince', 'beef', 'beef mince', 'beef', 'ground beef', 'unanswerable', 'beef', 'beef', 'snacks']",unanswerable,beef,fusion wins
VizWiz_val_00001852.jpg,What is this?,"['unanswerable', 'sliced beets', 'unanswerable', 'canned food', 'unanswerable', 'unanswerable', 'canned food', 'unanswerable', 'unanswerable', 'unanswerable']",can,unanswerable,fusion wins
VizWiz_val_00001853.jpg,What is this?,"['hidden valley ranch', 'unanswerable', 'ranch dressing', 'salad dressing', 'ranch', 'ranch dressing', 'dressing', 'unanswerable', 'salad dressing', 'dressing']",milk,unanswerable,fusion wins
VizWiz_val_00001857.jpg,What is in this box?,"['rigatoni', 'rigatoni', 'rigatoni', 'rigatoni', 'rigatoni', 'rigatoni meal 7 minutes', 'rigatoni', 'frozen rigatoni', 'rigatoni', 'rigatoni']",macaroni cheese,rigatoni,fusion wins
VizWiz_val_00001859.jpg,Color is this shirt?,"['brown', 'brown', 'red', 'brown', 'insufficient image quality', 'unanswerable', 'unanswerable', 'brown', 'unanswerable', 'white']",grey,unanswerable,fusion wins
VizWiz_val_00001862.jpg,What color is this shirt? ,"['black', 'black', 'blue green', 'grey', 'black', 'black', 'camo', 'grey', 'black', 'black']",grey,black,fusion wins
VizWiz_val_00001865.jpg,What color is my dog?,"['unanswerable', 'unanswerable', 'unanswerable', 'blue', 'unanswerable', 'brown', 'tan', 'black', 'unanswerable', 'unanswerable']",brown,white,base wins
VizWiz_val_00001871.jpg,What is it?,"['mouthwash', 'mouthwash', 'label', 'vitamin', 'listerine mouth wash', 'ingredient label', 'unanswerable', 'mouthwash', 'unanswerable', 'drug facts']",unanswerable,medicine,base wins
